Party,Title,Topic,Stance,Content
ΝΔ,Κατάργηση Πανεπιστημιακού Ασύλου (2019),Παιδεία,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Κατάργηση Πανεπιστημιακού Ασύλου (2019)' που αφορά την κατηγορία: Παιδεία.
ΕΛΑΣ,Κατάργηση Πανεπιστημιακού Ασύλου (2019),Παιδεία,ΚΑΤΑ,Το κόμμα ΕΛΑΣ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Κατάργηση Πανεπιστημιακού Ασύλου (2019)' που αφορά την κατηγορία: Παιδεία.
ΠΑΣΟΚ,Κατάργηση Πανεπιστημιακού Ασύλου (2019),Παιδεία,ΥΠΕΡ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Κατάργηση Πανεπιστημιακού Ασύλου (2019)' που αφορά την κατηγορία: Παιδεία.
ΚΚΕ,Κατάργηση Πανεπιστημιακού Ασύλου (2019),Παιδεία,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Κατάργηση Πανεπιστημιακού Ασύλου (2019)' που αφορά την κατηγορία: Παιδεία.
Ελληνική_Λύση,Κατάργηση Πανεπιστημιακού Ασύλου (2019),Παιδεία,ΥΠΕΡ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Κατάργηση Πανεπιστημιακού Ασύλου (2019)' που αφορά την κατηγορία: Παιδεία.
Πλεύση_Ελευθερίας,Κατάργηση Πανεπιστημιακού Ασύλου (2019),Παιδεία,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Κατάργηση Πανεπιστημιακού Ασύλου (2019)' που αφορά την κατηγορία: Παιδεία.
ΜέΡΑ25,Κατάργηση Πανεπιστημιακού Ασύλου (2019),Παιδεία,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Κατάργηση Πανεπιστημιακού Ασύλου (2019)' που αφορά την κατηγορία: Παιδεία.
Φωνή_Λογικής,Κατάργηση Πανεπιστημιακού Ασύλου (2019),Παιδεία,ΥΠΕΡ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Κατάργηση Πανεπιστημιακού Ασύλου (2019)' που αφορά την κατηγορία: Παιδεία.
Εθνικό_Κόμμα_Έλληνες,Κατάργηση Πανεπιστημιακού Ασύλου (2019),Παιδεία,ΥΠΕΡ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Κατάργηση Πανεπιστημιακού Ασύλου (2019)' που αφορά την κατηγορία: Παιδεία.
ΝΔ,Συμφωνία των Πρεσπών (2019),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα ΝΔ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συμφωνία των Πρεσπών (2019)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
ΕΛΑΣ,Συμφωνία των Πρεσπών (2019),Εξωτερική Πολιτική,ΥΠΕΡ,Το κόμμα ΕΛΑΣ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Συμφωνία των Πρεσπών (2019)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
ΠΑΣΟΚ,Συμφωνία των Πρεσπών (2019),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συμφωνία των Πρεσπών (2019)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
ΚΚΕ,Συμφωνία των Πρεσπών (2019),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συμφωνία των Πρεσπών (2019)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
Ελληνική_Λύση,Συμφωνία των Πρεσπών (2019),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συμφωνία των Πρεσπών (2019)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
Πλεύση_Ελευθερίας,Συμφωνία των Πρεσπών (2019),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συμφωνία των Πρεσπών (2019)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
ΜέΡΑ25,Συμφωνία των Πρεσπών (2019),Εξωτερική Πολιτική,ΥΠΕΡ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Συμφωνία των Πρεσπών (2019)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
Φωνή_Λογικής,Συμφωνία των Πρεσπών (2019),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συμφωνία των Πρεσπών (2019)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
Εθνικό_Κόμμα_Έλληνες,Συμφωνία των Πρεσπών (2019),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Συμφωνία των Πρεσπών (2019)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
ΝΔ,Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022),Εξωτερική Πολιτική,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
ΕΛΑΣ,Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα ΕΛΑΣ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
ΠΑΣΟΚ,Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022),Εξωτερική Πολιτική,ΥΠΕΡ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
ΚΚΕ,Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
Ελληνική_Λύση,Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
Πλεύση_Ελευθερίας,Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
ΜέΡΑ25,Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
Φωνή_Λογικής,Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022),Εξωτερική Πολιτική,ΥΠΕΡ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
Εθνικό_Κόμμα_Έλληνες,Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022),Εξωτερική Πολιτική,ΚΑΤΑ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Αποστολή Στρατιωτικού Υλικού στην Ουκρανία (2022)' που αφορά την κατηγορία: Εξωτερική Πολιτική.
ΝΔ,Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024),Υγεία,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024)' που αφορά την κατηγορία: Υγεία.
ΕΛΑΣ,Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024),Υγεία,ΚΑΤΑ,Το κόμμα ΕΛΑΣ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024)' που αφορά την κατηγορία: Υγεία.
ΠΑΣΟΚ,Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024),Υγεία,ΚΑΤΑ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024)' που αφορά την κατηγορία: Υγεία.
ΚΚΕ,Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024),Υγεία,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024)' που αφορά την κατηγορία: Υγεία.
Ελληνική_Λύση,Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024),Υγεία,ΚΑΤΑ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024)' που αφορά την κατηγορία: Υγεία.
Πλεύση_Ελευθερίας,Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024),Υγεία,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024)' που αφορά την κατηγορία: Υγεία.
ΜέΡΑ25,Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024),Υγεία,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024)' που αφορά την κατηγορία: Υγεία.
Φωνή_Λογικής,Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024),Υγεία,ΥΠΕΡ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024)' που αφορά την κατηγορία: Υγεία.
Εθνικό_Κόμμα_Έλληνες,Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024),Υγεία,ΚΑΤΑ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Νομοσχέδιο για την Ψυχιατρική Μεταρρύθμιση (2024)' που αφορά την κατηγορία: Υγεία.
ΝΔ,Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024),Δικαιοσύνη,ΥΠΕΡ,Το κόμμα ΝΔ ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024)' που αφορά την κατηγορία: Δικαιοσύνη.
ΕΛΑΣ,Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024),Δικαιοσύνη,ΚΑΤΑ,Το κόμμα ΕΛΑΣ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024)' που αφορά την κατηγορία: Δικαιοσύνη.
ΠΑΣΟΚ,Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024),Δικαιοσύνη,ΚΑΤΑ,Το κόμμα ΠΑΣΟΚ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024)' που αφορά την κατηγορία: Δικαιοσύνη.
ΚΚΕ,Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024),Δικαιοσύνη,ΚΑΤΑ,Το κόμμα ΚΚΕ ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024)' που αφορά την κατηγορία: Δικαιοσύνη.
Ελληνική_Λύση,Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024),Δικαιοσύνη,ΚΑΤΑ,Το κόμμα Ελληνική_Λύση ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024)' που αφορά την κατηγορία: Δικαιοσύνη.
Πλεύση_Ελευθερίας,Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024),Δικαιοσύνη,ΚΑΤΑ,Το κόμμα Πλεύση_Ελευθερίας ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024)' που αφορά την κατηγορία: Δικαιοσύνη.
ΜέΡΑ25,Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024),Δικαιοσύνη,ΚΑΤΑ,Το κόμμα ΜέΡΑ25 ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024)' που αφορά την κατηγορία: Δικαιοσύνη.
Φωνή_Λογικής,Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024),Δικαιοσύνη,ΥΠΕΡ,Το κόμμα Φωνή_Λογικής ψήφισε 'ΥΠΕΡ' στο νομοσχέδιο 'Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024)' που αφορά την κατηγορία: Δικαιοσύνη.
Εθνικό_Κόμμα_Έλληνες,Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024),Δικαιοσύνη,ΚΑΤΑ,Το κόμμα Εθνικό_Κόμμα_Έλληνες ψήφισε 'ΚΑΤΑ' στο νομοσχέδιο 'Δικαστικός Χάρτης (Συγχωνεύσεις Δικαστηρίων) (2024)' που αφορά την κατηγορία: Δικαιοσύνη.
